File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, PM10 // PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités,µg/m3 // µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
PM10,70203,Brandon,MB,49.83918,-99.9206,20161112,52,15,7,6,6,7,7,11,10,17,19,15,15,18,17,19,21,25,24,21,30,21,19,21
PM10,70203,Brandon,MB,49.83918,-99.9206,20161113,13,11,12,10,10,7,7,7,9,19,41,25,15,15,9,7,7,10,10,7,8,15,18,8
PM10,70203,Brandon,MB,49.83918,-99.9206,20161114,4,7,4,6,7,8,16,18,21,34,20,51,24,17,29,24,22,22,14,14,13,16,10,8
PM10,70203,Brandon,MB,49.83918,-99.9206,20161115,11,9,9,9,10,9,8,8,11,9,9,18,30,32,25,18,23,30,32,19,11,13,15,32
PM10,70203,Brandon,MB,49.83918,-99.9206,20161116,16,53,20,16,9,8,2,3,14,21,26,16,12,16,18,6,7,6,7,6,11,9,8,-999
PM10,70203,Brandon,MB,49.83918,-99.9206,20161117,1,2,1,1,4,4,4,5,7,4,6,4,6,5,5,6,9,7,6,6,6,6,3,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161118,3,2,4,6,5,5,8,7,14,8,10,7,10,8,11,7,8,9,4,5,6,7,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161119,6,5,5,5,6,5,5,5,16,13,11,8,10,8,9,8,9,13,11,10,7,8,14,18
PM10,70203,Brandon,MB,49.83918,-99.9206,20161120,17,12,6,12,8,4,4,6,10,13,8,7,8,9,7,7,18,15,16,20,19,19,25,15
PM10,70203,Brandon,MB,49.83918,-99.9206,20161121,21,8,3,5,4,4,16,15,15,11,21,25,34,29,28,45,42,27,27,25,22,51,10,15
PM10,70203,Brandon,MB,49.83918,-99.9206,20161122,20,16,15,19,12,9,5,8,15,24,11,17,20,20,20,24,20,15,11,10,11,11,11,10
PM10,70203,Brandon,MB,49.83918,-99.9206,20161123,7,6,6,6,4,5,6,8,12,10,8,6,8,13,11,16,15,12,7,6,8,8,7,7
PM10,70203,Brandon,MB,49.83918,-99.9206,20161124,6,5,5,5,5,4,5,5,5,4,4,6,5,9,4,5,5,6,5,7,7,7,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161125,7,7,6,6,7,7,8,7,7,7,10,9,12,12,11,11,25,12,7,5,6,7,5,7
PM10,70203,Brandon,MB,49.83918,-99.9206,20161126,5,7,11,12,8,7,6,7,13,15,16,15,17,14,13,20,19,19,14,12,17,11,11,10
PM10,70203,Brandon,MB,49.83918,-99.9206,20161127,3,6,6,6,5,4,5,5,5,11,9,9,8,5,6,7,4,4,3,5,6,6,3,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161128,4,4,4,5,4,3,5,3,3,4,4,3,3,4,4,4,4,5,4,4,4,4,5,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161129,5,4,3,2,3,3,4,5,5,3,5,4,4,4,4,4,4,4,3,4,4,4,4,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161130,4,3,4,4,3,4,4,5,5,5,5,5,3,4,4,4,5,5,3,4,5,3,3,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161201,4,4,4,4,4,4,4,4,5,5,4,5,4,5,3,6,5,6,6,6,6,4,6,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161202,5,5,4,5,5,7,4,5,7,7,5,6,6,7,3,5,5,4,4,4,5,5,6,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161203,4,4,6,5,5,8,8,12,10,4,5,5,5,3,4,5,4,5,5,4,5,5,6,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161204,6,5,5,4,4,5,5,5,6,7,8,7,5,3,3,5,6,6,6,6,5,6,5,8
PM10,70203,Brandon,MB,49.83918,-99.9206,20161205,6,5,4,4,3,4,5,6,5,6,7,6,6,4,5,5,5,6,6,3,3,2,3,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161206,4,3,3,3,3,2,4,2,3,5,5,2,4,6,5,4,5,5,10,6,6,6,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161207,6,6,6,6,7,7,6,7,7,10,7,7,10,10,6,6,5,5,4,4,4,4,5,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161208,6,5,4,4,3,4,4,2,5,6,5,7,5,2,3,5,3,3,2,3,3,4,4,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161209,4,3,3,4,3,4,6,7,11,14,10,9,7,5,4,2,3,5,4,6,4,5,4,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161210,4,4,3,5,4,4,3,4,6,15,16,5,8,3,5,6,19,9,11,8,7,8,8,7
PM10,70203,Brandon,MB,49.83918,-99.9206,20161211,6,6,5,6,6,5,5,5,5,9,10,8,7,-999,3,2,1,4,3,4,7,6,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161212,6,7,7,8,4,8,11,10,12,12,9,11,5,6,6,6,5,8,9,15,5,8,4,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161213,4,5,3,5,4,10,6,5,6,8,5,6,8,7,8,9,2,4,4,4,17,6,2,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161214,4,5,6,6,8,6,7,7,8,8,8,9,11,8,12,10,7,7,7,7,7,7,7,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161215,6,6,4,6,6,4,4,6,7,12,6,9,6,5,7,6,6,7,7,7,8,6,11,8
PM10,70203,Brandon,MB,49.83918,-99.9206,20161216,5,5,5,5,4,4,6,7,5,8,4,5,5,6,7,6,4,5,5,5,6,5,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161217,4,6,5,4,5,5,5,5,8,11,8,6,6,7,7,7,5,6,7,8,9,9,8,8
PM10,70203,Brandon,MB,49.83918,-99.9206,20161218,8,7,7,7,7,7,9,9,9,13,12,3,6,7,9,10,8,9,9,9,12,26,9,10
PM10,70203,Brandon,MB,49.83918,-99.9206,20161219,17,11,11,14,10,4,5,3,6,7,7,7,9,7,7,8,8,6,9,7,6,3,3,13
PM10,70203,Brandon,MB,49.83918,-99.9206,20161220,9,0,0,4,6,5,3,4,4,6,6,7,11,10,7,5,5,6,2,4,5,6,7,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161221,6,7,7,8,10,12,4,4,5,6,3,9,9,6,5,4,3,3,6,6,5,9,6,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161222,5,2,4,4,4,2,2,4,4,6,6,5,4,6,5,4,6,5,5,3,5,4,4,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161223,5,5,4,4,4,3,5,6,6,10,6,10,11,13,11,13,5,4,2,5,0,0,3,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161224,5,3,4,3,5,6,6,5,5,5,5,4,5,3,4,5,5,5,5,5,5,5,6,5
PM10,70203,Brandon,MB,49.83918,-99.9206,20161225,5,5,5,5,6,5,4,7,8,7,7,5,4,4,4,5,4,6,6,6,5,4,8,9
PM10,70203,Brandon,MB,49.83918,-99.9206,20161226,5,4,4,2,3,3,4,4,5,6,6,8,8,6,8,7,3,8,4,6,4,4,4,2
PM10,70203,Brandon,MB,49.83918,-99.9206,20161227,1,5,3,2,1,5,2,4,5,18,16,6,10,6,6,1,5,9,8,9,7,2,5,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161228,7,19,2,15,9,9,7,5,4,3,10,5,8,7,5,4,2,3,4,7,7,10,7,6
PM10,70203,Brandon,MB,49.83918,-99.9206,20161229,2,3,3,3,4,6,5,5,4,9,7,3,4,4,5,5,2,2,4,6,3,2,1,4
PM10,70203,Brandon,MB,49.83918,-99.9206,20161230,3,5,5,4,4,5,4,6,5,4,5,3,4,3,4,3,4,4,5,4,3,2,0,9
PM10,70203,Brandon,MB,49.83918,-99.9206,20161231,4,8,6,5,-999,11,7,5,4,5,7,4,9,6,7,6,6,8,6,7,7,7,7,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160101,10,5,9,6,3,6,5,0,0,0,3,3,1,1,-999,0,0,0,0,11,8,1,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160102,11,5,1,8,9,0,6,2,0,12,57,22,5,-999,-999,-999,-999,-999,-999,1,0,0,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160103,0,13,42,31,8,0,31,33,9,7,2,7,3,0,0,0,0,0,0,0,0,0,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160104,0,2,4,1,0,0,2,5,0,0,4,3,5,2,5,7,21,3,1,3,7,3,5,6
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160105,2,12,3,5,2,0,6,9,36,8,10,3,0,13,7,2,5,5,0,2,0,3,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160106,0,1,0,0,0,0,0,0,0,4,0,0,0,4,6,2,1,2,1,2,3,4,11,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160107,0,0,3,4,5,5,3,4,0,0,0,0,1,3,3,0,2,0,0,0,1,0,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160108,0,0,0,0,0,2,1,3,10,9,3,0,0,0,0,2,0,0,0,0,0,0,3,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160109,0,0,0,0,0,0,0,3,0,0,7,13,1,0,0,0,0,0,0,3,6,20,4,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160110,0,5,0,0,0,1,0,1,6,6,21,3,6,0,1,0,0,0,1,0,0,1,0,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160111,0,0,1,1,0,1,1,0,1,4,34,7,4,7,5,4,8,5,2,1,0,2,2,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160112,1,1,0,2,0,1,1,1,3,6,10,5,1,1,0,1,0,0,0,0,0,0,0,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160113,0,2,2,7,4,8,2,3,30,5,11,0,0,2,8,4,6,0,0,0,0,0,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160114,13,5,1,0,2,3,5,5,5,-999,-999,-999,0,0,2,7,29,6,2,12,9,2,4,5
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160115,2,1,1,1,0,2,0,1,1,13,1,1,1,3,1,1,0,0,0,1,1,1,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160116,0,6,3,0,8,1,0,5,6,6,15,13,5,5,26,28,13,12,2,2,8,9,4,5
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160117,1,2,3,3,3,1,2,2,2,1,2,5,4,3,12,8,3,5,2,4,4,4,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160118,1,0,2,1,0,2,1,1,1,1,2,1,0,0,2,2,2,2,0,1,0,3,1,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160119,0,1,0,1,0,0,2,2,1,1,3,1,0,3,3,2,1,2,2,2,2,4,3,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160120,2,11,18,4,2,2,2,7,14,18,12,6,3,3,3,3,4,5,2,2,2,2,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160121,1,1,1,10,4,27,7,4,9,10,5,4,1,2,6,4,6,3,2,1,1,2,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160122,1,2,1,2,1,0,0,1,2,2,3,2,2,2,5,6,7,10,4,4,3,2,2,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160123,3,2,1,1,1,5,4,4,3,4,3,2,3,3,3,5,4,2,4,2,2,2,2,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160124,1,3,3,2,2,4,4,4,4,4,5,7,4,4,4,4,4,5,5,6,8,8,7,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160125,9,10,9,8,9,9,9,8,9,14,12,11,11,14,16,8,8,6,6,6,3,3,4,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160126,4,2,1,1,0,0,0,1,1,1,2,2,2,3,3,2,3,4,4,3,2,2,3,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160127,3,3,2,4,3,4,5,5,4,6,6,6,7,4,5,4,5,2,5,4,1,3,3,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160128,2,2,2,1,1,1,0,1,0,1,1,1,0,1,2,1,1,2,1,0,0,0,2,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160129,1,2,1,2,3,4,5,6,4,4,8,19,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160130,0,0,3,1,1,2,2,1,2,2,3,5,3,28,4,2,0,2,1,1,4,0,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160131,3,2,2,2,2,4,3,5,5,6,7,6,6,7,8,8,9,7,8,9,8,8,8,8
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160201,7,6,3,4,4,4,4,4,4,4,3,3,3,5,5,4,4,4,5,5,4,4,5,6
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160202,5,6,5,6,4,3,6,6,8,5,6,6,4,4,5,4,5,6,4,5,5,5,4,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160203,5,6,4,2,3,3,5,6,23,47,7,13,7,9,12,10,11,4,6,7,6,6,5,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160204,5,5,4,4,4,0,2,5,6,5,2,0,1,1,1,3,4,7,5,4,6,6,4,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160205,3,2,4,3,4,5,3,2,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160206,1,0,0,0,1,1,1,0,1,1,4,4,4,5,25,5,5,4,3,2,4,2,3,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160207,3,3,3,5,8,16,3,2,10,7,5,17,15,7,3,13,3,6,7,4,11,2,2,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160208,3,3,2,1,1,4,4,1,10,6,8,2,1,5,4,4,4,3,1,1,0,0,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160209,0,0,0,0,0,0,0,20,30,6,5,4,1,1,0,0,1,0,0,2,0,0,0,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160210,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160219,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,9,7,3,2,3,1,1,2,2,2,6,1,1,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160220,1,1,1,1,1,1,1,1,1,1,2,7,5,6,7,10,5,5,6,12,10,8,4,8
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160221,8,3,9,4,6,5,5,7,8,6,6,13,7,0,0,0,0,0,0,0,0,0,2,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160222,8,6,1,1,3,3,3,2,2,3,3,4,4,5,9,8,6,4,5,4,3,4,2,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160223,4,3,1,4,6,3,1,2,6,6,9,2,2,2,3,3,3,3,4,6,5,4,5,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160224,19,4,6,7,4,3,4,5,5,1,5,7,2,4,5,3,6,4,8,6,3,7,6,6
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160225,4,5,1,1,0,0,0,1,1,2,0,0,2,39,0,0,0,0,0,0,0,0,3,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160226,6,1,1,5,2,4,3,8,8,7,5,3,1,2,3,4,6,7,8,9,7,1,2,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160227,0,0,3,1,0,0,2,1,0,0,0,1,1,1,3,3,3,5,4,12,9,9,8,8
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160228,11,4,2,2,6,6,4,4,6,10,14,8,27,18,26,17,18,12,6,8,12,11,8,8
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160229,11,7,3,5,8,7,8,18,21,31,41,48,30,61,38,37,19,14,9,5,2,5,4,5
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160301,3,10,2,1,5,20,32,31,33,63,59,28,14,22,15,11,30,0,5,14,9,18,17,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160302,2,1,1,1,2,8,11,14,13,15,14,26,19,18,19,15,12,16,87,41,40,49,39,26
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160303,19,11,16,15,60,88,97,160,104,57,22,22,34,24,27,39,24,24,14,16,6,10,8,5
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160304,5,5,3,2,2,5,12,12,18,28,45,30,28,28,13,13,7,6,5,7,4,5,4,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160305,2,2,2,0,2,0,0,1,1,1,2,3,7,5,4,4,5,5,4,6,9,13,1,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160306,2,3,2,2,4,2,2,3,4,5,3,0,2,2,1,1,1,0,1,1,1,1,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160307,1,0,0,0,0,2,1,1,3,5,7,19,4,2,2,2,0,16,1,1,3,4,2,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160308,0,1,1,1,1,1,1,1,5,3,5,4,4,11,0,1,4,2,3,4,1,3,7,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160309,3,1,2,1,3,4,2,2,3,2,2,2,3,5,4,5,2,2,2,2,2,1,3,7
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160310,3,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160311,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,0,0,1,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160317,1,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,2,5,4,7,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160318,0,0,0,0,0,0,1,2,2,2,2,6,7,6,4,5,8,6,6,6,4,3,4,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160319,3,2,0,4,3,3,5,12,6,13,13,11,12,10,14,8,4,6,5,3,12,6,0,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160320,0,0,1,1,0,0,0,0,3,8,7,12,8,8,4,5,4,6,7,8,15,6,5,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160321,1,2,1,0,1,4,6,41,54,29,23,18,6,4,8,5,5,8,20,24,20,10,5,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160322,9,1,4,3,9,24,18,26,65,20,23,15,18,23,18,22,21,27,28,21,28,91,57,70
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160323,40,45,27,7,31,71,70,94,75,32,40,47,13,8,9,6,4,4,4,4,2,3,5,5
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160324,4,0,2,2,1,1,2,3,5,4,5,3,2,2,3,3,4,5,3,4,10,15,7,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160325,4,4,5,2,5,11,3,3,3,5,5,3,12,9,9,4,9,8,11,11,23,15,15,10
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160326,8,3,4,4,6,9,8,7,12,15,13,18,18,10,8,11,10,8,8,8,6,5,5,6
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160327,5,4,3,4,4,5,7,7,6,6,7,11,10,8,12,8,8,4,6,5,18,8,12,8
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160328,4,4,4,7,42,60,120,165,161,49,38,30,17,12,20,19,20,9,13,12,14,10,8,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160329,8,3,2,2,3,3,7,8,7,11,21,22,32,26,20,13,15,15,14,11,14,26,30,29
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160330,10,2,4,4,8,26,11,16,16,28,17,4,10,7,6,18,15,5,6,3,3,3,3,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160331,8,3,2,1,2,3,4,4,8,14,8,5,14,24,32,22,27,21,16,6,3,10,23,21
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160401,8,3,3,12,31,59,55,42,32,6,2,3,6,9,17,9,6,10,3,2,2,2,5,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160402,3,4,2,1,2,5,4,2,1,1,1,1,1,1,0,1,1,1,2,3,3,3,2,11
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160403,3,1,3,3,2,3,2,2,5,3,3,-999,-999,-999,-999,0,0,0,0,1,6,6,9,17
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160404,16,8,7,4,5,27,35,33,6,7,5,5,7,8,9,9,11,11,19,30,22,9,5,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160405,2,2,1,1,5,6,7,15,23,12,15,13,11,5,5,5,3,4,6,7,11,11,4,2
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160406,1,0,1,1,5,12,10,6,3,4,2,1,0,1,2,2,2,1,1,1,1,2,1,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160407,2,5,6,9,6,11,8,6,6,5,4,3,2,5,6,7,13,20,23,17,7,3,3,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160408,5,21,8,5,14,22,21,15,11,20,17,13,25,31,35,9,21,22,24,26,18,14,9,11
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160409,10,6,5,3,5,9,20,11,8,3,5,4,-999,12,4,-999,2,5,1,3,2,1,0,12
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160410,2,1,1,1,1,1,1,2,4,6,1,3,2,2,6,5,2,1,2,2,2,1,1,0
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160411,1,2,3,1,3,10,6,2,6,11,4,3,0,0,1,3,5,2,8,14,13,9,5,3
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160412,2,2,2,3,8,19,18,17,16,14,12,15,11,9,14,11,9,11,11,7,7,7,4,4
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160413,4,4,4,6,4,8,6,7,6,8,9,7,9,8,8,9,7,5,6,8,8,3,3,1
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160414,0,2,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160415,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70301,Flin Flon,MB,54.76852,-101.87747,20160420,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
