File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, PM10 // PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités,µg/m3 // µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160422,20,12,11,18,13,40,63,319,12,35,19,24,18,17,16,21,53,27,26,31,94,102,55,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160423,8,6,5,6,6,6,11,21,38,8,10,22,14,55,10,18,10,13,9,8,17,6,21,17
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160424,10,7,5,3,5,5,5,6,18,37,23,28,15,35,16,7,9,10,16,9,49,29,17,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160425,6,5,5,5,7,21,72,387,96,63,52,84,55,59,75,24,40,77,25,64,48,29,28,19
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160426,8,7,4,234,17,8,46,226,67,101,92,128,92,101,103,37,59,91,64,49,24,29,16,31
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160427,9,19,15,10,9,19,30,336,43,50,49,64,56,98,10,8,17,10,11,13,12,20,10,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160428,5,6,9,6,6,6,6,9,26,17,20,31,24,16,9,14,23,20,12,9,6,7,8,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160429,13,8,6,4,3,6,16,28,5,6,9,13,13,17,18,28,22,22,15,20,16,15,12,15
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160430,11,9,8,8,9,11,21,23,15,14,10,5,7,8,7,9,11,13,17,15,14,14,11,18
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160501,8,10,9,6,3,2,7,6,9,6,13,20,21,67,83,127,93,56,16,24,32,39,40,11
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160502,29,17,11,51,6,60,54,163,19,15,11,19,22,11,15,26,27,14,23,14,10,7,4,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160503,4,0,2,1,0,3,9,17,13,12,41,39,32,24,13,14,29,27,22,23,16,37,53,26
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160504,61,18,11,10,10,17,57,193,25,11,15,33,28,21,18,22,26,30,51,103,53,16,10,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160505,9,8,13,7,3,3,14,37,31,28,51,61,126,73,30,30,49,26,19,10,21,32,14,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160506,7,8,7,9,15,31,37,40,4,5,10,9,9,9,9,-999,16,16,8,16,21,21,2,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160507,4,4,7,13,7,1,81,2,2,2,6,13,15,21,33,34,31,35,25,21,42,62,34,15
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160508,10,11,9,5,12,6,3,11,16,26,43,45,32,34,30,33,35,109,70,23,16,17,13,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160509,6,8,5,9,7,33,16,39,31,-999,22,77,63,69,39,36,38,37,20,12,9,6,6,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160510,3,2,1,20,15,15,48,4,49,23,21,30,20,15,16,21,21,27,17,21,22,13,9,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160511,4,4,3,0,0,2,2,6,9,6,30,21,13,8,11,11,-999,94,25,14,12,31,16,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160512,10,6,4,2,4,10,8,16,46,33,16,17,21,28,28,34,58,17,36,15,23,18,26,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160513,7,11,7,4,4,3,4,4,11,8,7,9,9,10,15,12,12,17,8,10,10,17,21,16
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160514,26,11,14,9,7,9,9,11,18,15,17,7,9,9,9,9,12,12,19,19,19,34,29,19
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160515,19,11,9,5,4,7,6,5,9,9,12,12,24,13,17,18,14,11,12,9,20,37,34,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160516,3,3,6,7,4,6,20,15,46,16,15,11,20,14,13,25,18,20,5,7,8,7,5,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160517,0,2,3,2,0,0,14,7,31,146,10,31,12,13,14,23,19,25,22,14,12,6,0,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160518,0,0,2,2,0,0,0,0,1,0,7,15,23,14,13,18,17,17,14,9,7,4,3,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160519,1,0,-999,0,0,28,6,7,37,12,9,10,17,16,14,14,17,8,10,10,6,6,7,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160520,2,2,1,1,51,1,5,23,38,11,8,8,6,4,1,7,6,16,13,10,8,9,9,17
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160521,14,12,7,15,10,9,6,5,3,1,6,6,7,9,8,9,9,9,11,13,14,10,7,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160522,5,5,4,3,4,15,8,5,4,4,10,8,23,7,9,10,10,14,11,7,7,11,15,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160523,16,15,10,6,3,2,4,7,6,3,3,6,4,1,2,4,8,5,4,3,2,2,0,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160524,2,1,0,0,0,0,2,-999,14,10,9,16,15,21,20,29,20,18,10,11,-999,2,5,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160525,6,3,0,1,1,0,5,18,31,6,6,6,10,7,8,11,10,6,6,5,18,11,20,26
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160526,12,6,2,1,2,4,3,1,7,5,9,10,9,6,12,11,11,9,5,10,6,7,12,21
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160527,10,7,1,0,3,3,6,5,7,8,-999,15,11,16,22,13,11,7,24,40,22,31,24,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160528,8,11,7,6,6,5,6,14,9,11,6,2,2,1,6,9,7,3,1,0,1,3,3,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160529,2,4,4,3,1,0,2,3,6,6,3,0,0,3,5,5,4,6,6,7,8,5,4,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160530,5,4,1,0,2,3,2,6,10,11,6,14,13,7,13,11,11,24,25,17,14,8,6,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160531,3,1,0,2,4,3,1,7,27,15,16,14,9,7,5,5,5,7,6,5,5,6,7,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160601,4,2,7,5,4,1,2,2,10,6,5,6,-999,5,8,9,8,14,11,13,9,7,14,15
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160602,24,17,9,7,6,4,1,0,4,5,4,3,4,4,5,4,6,6,10,8,10,7,15,28
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160603,19,12,7,5,3,4,6,7,29,9,5,14,9,17,15,19,10,13,16,11,13,20,23,35
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160604,24,16,9,5,10,7,3,1,4,4,7,6,5,3,7,10,7,4,7,9,20,9,14,13
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160605,25,4,8,6,5,7,4,2,1,5,5,7,5,-999,6,8,17,11,7,5,7,9,7,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160606,5,5,5,7,9,6,25,20,22,15,21,7,17,32,24,43,76,19,23,-999,-999,23,13,11
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160607,10,10,15,8,12,8,10,6,6,5,2,2,3,6,6,3,6,5,9,12,11,8,6,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160608,4,0,0,0,1,1,3,9,22,10,13,12,19,15,8,8,7,6,9,7,6,7,9,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160609,11,12,8,17,8,10,5,1,5,4,4,13,19,37,27,23,18,20,13,12,12,9,9,47
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160610,5,4,3,1,0,31,8,9,15,13,12,7,8,12,10,8,6,7,13,7,9,6,6,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160611,4,3,4,3,2,3,3,5,4,4,10,8,14,13,12,10,13,12,11,15,11,17,22,11
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160612,13,7,6,9,6,5,5,8,9,7,19,4,6,7,9,7,3,11,8,5,5,3,0,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160613,1,1,0,2,1,0,0,6,12,8,5,6,7,16,13,6,0,0,1,3,7,5,5,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160614,2,1,0,0,0,7,7,11,27,10,9,9,7,4,1,4,7,9,6,4,10,10,11,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160615,6,3,1,1,2,3,6,9,27,43,38,33,82,63,89,71,151,45,32,10,4,1,2,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160616,2,2,2,1,2,2,0,4,8,19,18,14,20,24,15,26,15,26,19,14,13,8,6,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160617,3,1,1,0,0,3,3,5,17,12,-999,11,15,19,15,14,20,15,13,9,12,7,8,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160618,2,2,4,1,1,2,1,2,2,4,8,12,9,8,6,13,21,12,12,13,9,9,13,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160619,7,5,4,3,2,2,3,5,8,6,4,9,10,7,6,9,13,8,10,19,4,8,17,63
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160620,12,8,6,6,4,2,1,2,6,6,12,11,11,16,13,11,11,15,10,8,12,12,9,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160621,7,5,5,7,6,6,5,5,7,11,10,14,18,15,11,12,11,16,16,13,19,36,59,17
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160622,16,9,10,9,14,10,13,11,26,20,28,33,26,48,38,33,26,36,27,22,21,23,13,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160623,8,6,4,7,6,6,6,7,18,9,9,8,9,15,8,8,-999,10,5,6,7,6,6,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160624,5,4,0,1,1,1,1,3,6,9,9,9,5,7,5,6,9,14,7,2,15,20,20,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160625,17,2,6,4,2,3,3,7,6,6,6,13,9,5,3,10,9,8,9,9,11,8,14,19
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160626,15,12,7,8,18,7,6,6,8,8,8,5,8,14,11,10,6,9,7,16,18,9,11,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160627,6,2,5,6,8,7,10,37,21,10,8,6,3,5,9,9,25,16,17,6,9,13,9,11
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160628,16,4,3,3,2,4,4,2,3,3,3,4,2,15,14,16,10,16,11,8,14,11,17,24
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160629,28,16,29,45,23,9,6,6,9,15,16,11,10,21,-999,17,8,15,10,13,9,21,52,28
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160630,29,21,22,39,16,13,21,20,9,12,13,18,-999,19,39,11,24,25,15,15,14,19,14,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160701,6,9,6,12,13,22,25,30,46,54,49,39,40,31,27,23,31,17,25,21,21,37,32,38
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160702,29,25,19,23,14,19,22,23,30,28,30,32,40,37,35,36,20,22,20,21,16,23,22,13
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160703,14,15,24,21,28,21,12,19,25,25,28,24,31,24,25,22,19,13,11,10,9,22,21,30
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160704,18,18,28,35,37,44,39,43,60,50,45,38,40,54,51,53,27,27,24,27,26,40,71,72
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160705,43,27,16,7,5,5,5,6,6,5,9,6,6,6,5,3,1,13,9,8,10,7,3,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160706,6,4,1,1,2,0,0,3,3,4,2,1,1,7,10,26,35,38,83,26,32,12,6,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160707,0,0,1,1,1,0,0,0,0,0,2,0,9,8,9,11,15,13,17,15,9,8,4,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160708,4,2,1,2,6,7,5,2,1,0,2,-999,2,6,6,6,8,6,5,7,6,11,8,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160709,6,5,4,3,2,1,2,3,7,15,17,17,17,19,17,15,12,11,10,12,9,10,19,22
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160710,23,10,15,10,13,12,11,9,5,3,7,8,4,6,8,8,12,9,9,6,9,12,11,22
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160711,17,9,6,4,4,6,9,9,19,10,11,14,11,24,12,8,7,9,6,6,7,20,11,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160712,4,4,4,3,4,4,4,14,17,22,19,8,13,41,5,12,17,11,8,5,5,18,19,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160713,7,4,3,6,4,4,7,14,21,18,23,24,16,28,22,15,22,43,17,14,14,13,15,17
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160714,6,4,6,6,4,8,7,11,20,16,29,19,24,19,43,40,28,34,35,24,61,67,82,49
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160715,42,24,23,26,28,38,37,34,36,25,42,48,37,40,53,42,146,179,93,-999,-999,17,34,52
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160716,92,113,73,57,21,13,25,31,25,62,59,67,73,63,42,43,33,28,18,-999,9,8,16,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160717,14,10,13,10,9,6,3,2,0,0,18,137,90,30,14,14,12,20,46,49,40,40,27,28
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160718,26,27,-999,27,20,21,26,27,16,27,46,27,23,19,14,14,19,28,24,16,21,23,23,17
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160719,21,15,20,15,17,19,15,13,32,27,27,27,25,28,13,16,15,13,19,9,10,7,7,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160720,6,2,3,3,3,5,3,4,4,7,6,5,4,17,3,4,4,3,14,16,2,9,7,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160721,4,0,0,2,1,0,1,1,5,9,15,12,9,8,9,7,11,13,8,7,5,5,5,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160722,6,5,1,1,3,3,4,10,7,3,9,7,6,4,3,5,4,5,9,13,7,8,6,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160723,3,9,8,5,3,2,6,4,3,10,8,14,15,12,17,15,11,8,7,13,9,20,21,15
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160724,13,11,7,3,3,3,1,0,0,0,0,0,4,11,7,6,6,9,7,5,6,22,30,36
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160725,26,3,1,0,0,3,7,9,27,11,9,7,5,8,19,7,13,16,13,10,9,12,34,33
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160726,20,14,11,7,7,7,7,10,9,8,7,9,9,16,12,20,13,38,29,27,33,54,25,31
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160727,6,3,1,1,2,6,5,9,15,9,6,7,8,15,6,7,9,10,9,10,8,4,6,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160728,5,2,0,0,0,0,1,2,3,1,5,-999,-999,-999,3,5,9,10,8,11,9,9,11,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160729,2,3,5,2,4,4,3,2,1,5,5,7,8,9,10,6,5,8,7,7,5,9,9,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160730,2,3,11,8,6,6,5,8,11,8,5,6,10,9,6,7,7,15,10,9,7,7,5,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160731,5,5,13,7,6,9,7,9,9,11,8,7,15,24,17,15,7,13,10,14,17,11,10,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160801,7,7,6,5,5,4,6,4,5,9,17,19,18,24,30,33,25,19,15,12,21,14,9,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160802,5,4,3,3,3,8,4,4,16,17,8,9,5,19,14,16,14,11,9,7,7,7,6,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160803,6,5,4,13,7,29,14,7,5,4,3,9,7,8,8,6,6,11,9,8,7,12,15,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160804,24,11,8,9,5,9,7,14,17,23,17,7,6,15,22,14,16,10,13,8,6,15,34,83
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160805,-999,-999,3,2,3,5,5,6,10,10,10,16,19,44,63,47,45,22,8,6,3,2,4,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160806,3,3,4,1,0,0,0,1,9,6,4,4,5,7,7,6,3,0,2,2,4,6,11,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160807,10,6,4,4,3,2,1,4,5,3,1,2,6,6,5,4,4,4,6,6,9,7,8,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160808,6,3,3,5,5,6,5,4,4,3,2,4,4,2,2,7,11,7,5,3,7,4,0,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160809,3,8,5,1,2,2,1,0,1,6,5,10,9,6,9,9,-999,6,10,6,5,6,3,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160810,0,1,2,3,0,-999,0,3,2,2,2,2,3,4,4,5,6,6,6,18,11,10,9,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160811,8,-999,9,11,7,4,2,4,-999,-999,5,6,11,10,18,9,9,7,12,13,8,13,21,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160812,5,2,4,4,2,4,5,9,14,8,7,8,11,14,11,10,-999,15,14,10,15,13,25,13
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160813,10,9,6,5,10,8,5,3,3,8,10,12,13,14,10,5,3,3,3,7,9,13,14,14
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160814,15,24,10,59,17,6,6,6,4,5,6,4,3,3,4,4,2,3,4,6,6,9,10,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160815,6,6,4,2,3,6,6,5,6,5,6,9,11,14,17,11,11,18,11,15,-999,-999,15,12
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160816,10,8,6,6,8,9,7,13,19,14,28,14,20,9,12,21,23,26,20,12,10,17,10,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160817,8,11,6,5,8,4,5,19,17,53,27,43,53,20,15,7,11,16,11,4,1,7,4,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160818,1,0,1,1,0,3,7,8,8,6,6,7,6,2,1,6,9,7,5,5,3,2,1,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160819,2,2,0,1,3,0,1,1,0,0,3,4,6,6,7,8,7,8,6,7,7,6,5,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160820,3,2,1,2,3,3,2,1,4,4,3,5,9,6,6,9,7,5,9,7,10,11,18,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160821,8,5,10,9,8,17,6,4,3,4,8,13,11,6,10,10,8,7,9,13,13,19,10,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160822,7,8,5,4,3,11,6,13,18,14,22,7,5,4,5,13,19,15,17,14,14,10,9,10
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160823,9,8,6,5,8,7,5,4,8,10,6,5,8,7,9,10,11,11,9,6,7,11,9,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160824,7,5,4,6,6,7,8,20,15,46,30,34,35,40,44,28,26,48,31,20,21,5,5,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160825,3,2,0,6,7,46,15,11,6,2,9,8,5,22,36,23,10,12,20,12,16,10,9,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160826,15,9,7,7,9,17,9,18,8,6,4,4,10,18,25,25,30,26,18,10,12,8,9,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160827,5,3,1,1,2,3,2,3,6,6,7,7,6,13,9,6,11,8,4,1,2,7,7,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160828,3,0,2,1,1,4,3,1,0,0,0,4,5,1,0,0,3,1,0,6,12,6,5,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160829,3,1,0,0,5,8,7,10,22,9,12,7,12,17,18,22,16,10,13,13,11,5,13,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160830,3,5,2,2,3,4,3,8,16,11,11,16,18,22,12,24,22,19,15,7,13,22,40,59
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160831,22,11,7,10,7,5,1,8,21,19,8,5,4,4,2,3,3,4,2,2,2,3,5,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160901,2,2,2,0,0,1,0,6,22,15,8,9,11,7,-999,-999,-999,4,5,5,1,1,2,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160902,4,3,2,1,1,4,5,4,38,25,17,28,22,28,28,33,28,29,27,10,11,9,8,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160903,5,4,5,4,9,8,10,7,5,10,11,25,21,38,25,38,37,19,14,9,13,16,10,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160904,3,2,4,2,5,8,6,2,5,4,4,4,4,2,4,10,8,4,6,8,12,7,30,29
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160905,5,3,1,0,0,0,0,0,0,1,3,3,4,3,4,3,1,6,6,6,9,4,0,4
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160906,5,2,2,5,3,1,6,4,3,6,6,7,9,9,17,10,12,9,6,9,14,10,7,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160907,5,6,3,3,3,4,6,5,5,3,3,6,8,6,9,8,10,6,5,5,6,10,6,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160908,5,5,4,4,4,1,0,2,6,5,4,4,4,6,8,24,17,19,12,8,11,8,6,7
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160909,4,0,3,3,2,5,5,6,20,11,9,9,10,8,7,5,6,9,5,3,5,3,2,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160910,2,0,0,2,1,0,0,0,0,0,1,0,2,2,4,9,11,7,10,7,7,7,6,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160911,7,6,6,5,5,4,3,6,7,6,6,5,3,4,5,4,2,4,6,4,9,11,6,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160912,2,3,3,1,1,10,6,21,17,6,2,3,4,6,8,9,6,4,2,2,4,7,7,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160913,4,4,4,4,3,3,2,2,17,10,7,5,6,9,22,27,26,31,14,15,0,2,1,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160914,0,0,2,4,1,1,2,0,2,3,3,2,0,0,-999,2,4,2,0,0,0,1,2,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160915,3,2,2,0,0,0,2,3,3,0,0,0,1,3,3,1,0,0,0,0,1,0,0,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160916,2,1,1,0,0,1,1,0,1,2,1,10,7,4,5,6,5,5,6,5,3,3,2,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160917,4,6,5,4,5,6,6,5,6,7,-999,14,12,10,8,6,6,8,10,30,22,15,18,16
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160918,13,9,8,7,7,4,1,2,2,3,7,7,20,23,10,18,15,22,23,10,6,7,5,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160919,2,3,2,2,6,3,13,21,59,30,29,31,27,41,-999,30,36,35,38,12,11,11,8,8
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160920,5,3,1,0,0,0,1,7,35,9,42,23,18,25,21,20,21,28,27,26,44,38,69,23
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160921,12,8,18,10,6,15,10,7,4,2,2,7,6,6,5,5,5,5,5,3,4,2,0,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160922,0,0,0,0,0,3,3,1,1,3,3,9,12,10,12,11,8,9,11,9,11,8,10,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160923,6,4,16,4,7,9,7,14,11,11,14,15,18,15,17,11,15,10,10,13,9,9,11,9
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160924,7,5,7,6,9,10,7,5,7,7,9,8,5,5,13,12,13,16,13,12,11,10,13,6
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160925,2,4,3,0,0,3,3,2,3,3,6,4,5,5,7,7,4,6,11,9,7,6,4,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160926,2,3,2,0,1,1,0,1,4,5,5,2,1,2,5,4,5,7,6,5,3,0,0,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160927,0,0,0,1,1,0,0,3,4,5,5,5,2,18,18,17,7,4,0,0,1,0,0,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160928,3,11,6,2,1,1,3,5,13,10,6,7,7,9,7,12,8,7,15,7,9,10,6,11
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160929,9,5,6,4,7,4,10,19,41,23,17,12,12,14,18,16,24,17,11,13,9,14,8,26
PM10,129003,Yellowknife,NT,62.45207,-114.364,20160930,43,25,13,7,4,3,2,1,3,5,17,15,12,16,9,15,17,17,22,13,10,8,6,5
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161001,23,15,27,23,9,6,7,14,10,7,4,4,2,0,1,2,2,2,2,1,0,1,2,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161002,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,4,1,0,0,0,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161003,0,0,2,3,2,0,3,3,2,0,0,0,1,0,1,3,19,13,7,4,3,3,1,1
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161004,1,1,2,2,1,0,0,0,4,4,4,3,7,16,9,9,9,17,16,19,9,7,2,0
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161005,1,1,2,1,0,1,2,1,3,3,-999,-999,-999,-999,6,6,6,6,6,5,5,8,6,3
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161006,3,3,1,0,0,0,2,3,3,3,2,2,11,10,6,3,5,5,2,3,5,5,4,2
PM10,129003,Yellowknife,NT,62.45207,-114.364,20161007,1,3,3,1,1,1,2,3,1,2,2,1,1,1,3,9,6,6,4,9,35,25,10,6
